#Name,Goethite,Hematite,Kaolinite,Dolomite,Illite,Vermiculite,Montmorillonite,Gypsum,Calcite,Chlorite
Epidote BR93-33a s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Epidote GDS26.a 75-200um s06an14a_bbb  ,0,0,0,0,0,0,0,0,0,0
Epidote GDS26.a 75-200um s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Epidote GDS26.b <75um s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Epidote GDS301 75-150um s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Epidote HS328.3B s06an14a_c            ,0,0,0,0,0,0,0,0,0,0
Epidote HS328.3B s06an14a_bc_          ,0,0,0,0,0,0,0,0,0,0
Epsomite GDS149 s06an14a_c             ,0,0,0,0,0,0,0,0,0,0
Epsomite GDS149 s06an14a_cc_           ,0,0,0,0,0,0,0,0,0,0
Eugsterite GDS140 Syn s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Eugsterite GDS140 Syn s06an14a_bb_     ,0,0,0,0,0,0,0,0,0,0
Europium_Oxide GDS33 s06an14a_a        ,0,0,0,0,0,0,0,0,0,0
Fassaite HS118.3B s06an14a_c           ,0,0,0,0,0,0,0,0,0,0
Fassaite HS118.3B s06an14a_ccc         ,0,0,0,0,0,0,0,0,0,0
Ferrihydrite GDS75 Syn,0,0,0,0,0,0,0,0,0,0
Fluorapatite WS416 s06an14a_a          ,0,0,0,0,0,0,0,0,0,0
Fluorapatite WS416 s06an14a_aa_        ,0,0,0,0,0,0,0,0,0,0
Galena HS37.3 s06an14a_b               ,0,0,0,0,0,0,0,0,0,0
Galena HS37.3 s06an14a_bb_             ,0,0,0,0,0,0,0,0,0,0
Galena S102-17 s06an14a_b              ,0,0,0,0,0,0,0,0,0,0
Galena S102-1B s06an14a_b              ,0,0,0,0,0,0,0,0,0,0
Galena S105-2 s06an14a_b               ,0,0,0,0,0,0,0,0,0,0
Galena S26-39 s06an14a_b               ,0,0,0,0,0,0,0,0,0,0
Galena S26-40 s06an14a_b               ,0,0,0,0,0,0,0,0,0,0
Gaylussite NMNH102876-2 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Gaylussite NMNH102876-2 s06an14a_bb_   ,0,0,0,0,0,0,0,0,0,0
Gibbsite HS423.3B s06an14a_b           ,0,0,0,0,0,0,0,0,0,0
Gibbsite HS423.3B s06an14a_bbb         ,0,0,0,0,0,0,0,0,0,0
Gibbsite WS214 s06an14a_b              ,0,0,0,0,0,0,0,0,0,0
Glauconite HS313.3B s06an14a_c         ,0,0,0,0,0,0,0,0,0,0
Glauconite HS313.3B s06an14a_ccc       ,0,0,0,0,0,0,0,0,0,0
Glaucophane HS426.3B s06an14a_c        ,0,0,0,0,0,0,0,0,0,0
Glaucophane HS426.3B s06an14a_ccc      ,0,0,0,0,0,0,0,0,0,0
Goethite GDS134 s06an14a_b             ,1,0,0,0,0,0,0,0,0,0
Goethite GDS134 s06an14a_bb_           ,1,0,0,0,0,0,0,0,0,0
Goethite HS36.3 s06an14a_b             ,1,0,0,0,0,0,0,0,0,0
Goethite HS36.3B s06an14a_bcb          ,1,0,0,0,0,0,0,0,0,0
Goethite MPCMA2-B FineGr adj s06an14a_b,1,0,0,0,0,0,0,0,0,0
Goethite MPCMA2-C M-Crsgrad2 s06an14a_b,1,0,0,0,0,0,0,0,0,0
Goethite WS219 (limonite) s06an14a_c   ,1,0,0,0,0,0,0,0,0,0
Goethite WS220 s06an14a_c              ,1,0,0,0,0,0,0,0,0,0
Goethite WS220 s06an14a_cd_            ,1,0,0,0,0,0,0,0,0,0
Goethite WS222 Medium Gr. s06an14a_a   ,1,0,0,0,0,0,0,0,0,0
Goethite WS222 Coarse Gr. s06an14a_a   ,1,0,0,0,0,0,0,0,0,0
Goethite WS222 Medium Gr. s06an14a_aa_ ,1,0,0,0,0,0,0,0,0,0
Grossular HS113.3B-HCL Garnt s06an14a_d,0,0,0,0,0,0,0,0,0,0
Grossular HS113.3B-HCL s06an14a_ccc    ,0,0,0,0,0,0,0,0,0,0
Grossular NMNH155371 Garnet s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Grossular NMNH155371 Garnt s06an14a_cbb,0,0,0,0,0,0,0,0,0,0
Grossular WS483 Garnet s06an14a_b      ,0,0,0,0,0,0,0,0,0,0
Grossular WS483 Garnet s06an14a_cc_    ,0,0,0,0,0,0,0,0,0,0
Grossular WS484 Garnet s06an14a_b      ,0,0,0,0,0,0,0,0,0,0
Grossular WS484 Garnet s06an14a_bb_    ,0,0,0,0,0,0,0,0,0,0
Grossular WS485 Garnet s06an14a_b      ,0,0,0,0,0,0,0,0,0,0
Grossular WS485 Garnet s06an14a_bb_    ,0,0,0,0,0,0,0,0,0,0
Gypsum HS333.3B (Selenite) s06an14a_a  ,0,0,0,0,0,0,0,1,0,0
Gypsum HS333.3B (Selenite) s06an14a_aaa,0,0,0,0,0,0,0,1,0,0
Gypsum SU2202 s06an14a_a               ,0,0,0,0,0,0,0,1,0,0
Halite HS433.3B s06an14a_a             ,0,0,0,0,0,0,0,0,0,0
Halite HS433.3B s06an14a_aa_           ,0,0,0,0,0,0,0,0,0,0
Halloysite CM13 s06an14a_b             ,0,0,0,0,0,0,0,0,0,0
Halloysite CM13 s06an14a_bbb           ,0,0,0,0,0,0,0,0,0,0
Halloysite KLH503 s06an14a_b           ,0,0,0,0,0,0,0,0,0,0
Halloysite NMNH106236 s06an14a_a       ,0,0,0,0,0,0,0,0,0,0
Halloysite NMNH106237 s06an14a_a       ,0,0,0,0,0,0,0,0,0,0
Halloysite NMNH106237 s06an14a_aaa     ,0,0,0,0,0,0,0,0,0,0
Halloysite NMNH106237 scl Bk s06an14a_a,0,0,0,0,0,0,0,0,0,0
Hectorite SHCa-1 s06an14a_c            ,0,0,0,0,0,0,0,0,0,0
Hectorite SHCa-1.Ac-B s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Hectorite SHCa-1.Ac-B s06an14a_bb_     ,0,0,0,0,0,0,0,0,0,0
Hedenbergite HS10.3B s06an14a_c        ,0,0,0,0,0,0,0,0,0,0
Hedenbergite HS10.3B s06an14a_ccc      ,0,0,0,0,0,0,0,0,0,0
Hedenbergite NMNH119197 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Hedenbergite NMNH119197 s06an14a_cb_   ,0,0,0,0,0,0,0,0,0,0
Hematite FE2602 s06an14a_b             ,0,1,0,0,0,0,0,0,0,0
Hematite GDS27 s06an14a_a              ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.a 150-250u s06an14a_b   ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.a 150-250u s06an14a_bbb ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.b 104-150u s06an14a_b   ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.b 104-150u s06an14a_bbb ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.c 60-104um s06an14a_b   ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.c 60-104um s06an14a_bb_ ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.d 30-45um s06an14a_b    ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.d 30-45um s06an14a_bbb  ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.e 20-30um s06an14a_b    ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.e 20-30um s06an14a_bbb  ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.f 10-20um s06an14a_b    ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.f 10-20um s06an14a_bbb  ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.g <10um s06an14a_b      ,0,1,0,0,0,0,0,0,0,0
Hematite GDS69.g <10um s06an14a_dcc    ,0,1,0,0,0,0,0,0,0,0
Hematite HS45.3 s06an14a_b             ,0,1,0,0,0,0,0,0,0,0
Hematite HS45.3 s06an14a_bc_           ,0,1,0,0,0,0,0,0,0,0
Hematite WS161 s06an14a_b              ,0,1,0,0,0,0,0,0,0,0
Heulandite GDS3 s06an14a_a             ,0,0,0,0,0,0,0,0,0,0
Heulandite GDS3 s06an14a_aa_           ,0,0,0,0,0,0,0,0,0,0
Heulandite NMNH84534 s06an14a_a        ,0,0,0,0,0,0,0,0,0,0
Heulandite NMNH84534 s06an14a_aa_      ,0,0,0,0,0,0,0,0,0,0
Holmquistite HS291.3B s06an14a_d       ,0,0,0,0,0,0,0,0,0,0
Holmquistite HS291.3B s06an14a_dd_     ,0,0,0,0,0,0,0,0,0,0
Hornblende HS16.3B s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Hornblende HS16.3B s06an14a_cb_        ,0,0,0,0,0,0,0,0,0,0
Hornblende HS177.3B s06an14a_c         ,0,0,0,0,0,0,0,0,0,0
Hornblende HS177.3B s06an14a_bb_       ,0,0,0,0,0,0,0,0,0,0
Hornblende_Fe HS115.3B s06an14a_c      ,0,0,0,0,0,0,0,0,0,0
Hornblende_Fe HS115.3B s06an14a_cb_    ,0,0,0,0,0,0,0,0,0,0
Hornblende_Mg NMNH117329 s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Hornblende_Mg NMNH117329 s06an14a_bb_  ,0,0,0,0,0,0,0,0,0,0
Howlite GDS155 s06an14a_a              ,0,0,0,0,0,0,0,0,0,0
Howlite GDS155 s06an14a_aa_            ,0,0,0,0,0,0,0,0,0,0
Hydrogrossular NMNH120555 s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Hydrogrossular NMNH120555 s06an14a_bb_ ,0,0,0,0,0,0,0,0,0,0
Hydroxyl-Apatite WS425 s06an14a_b      ,0,0,0,0,0,0,0,0,0,0
Hydroxyl-Apatite WS425 s06an14a_bb_    ,0,0,0,0,0,0,0,0,0,0
Hypersthene NMNHC2368 s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Hypersthene NMNHC2368 s06an14a_bbb     ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.a 12um s06an14a_c    ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.a 12um s06an14a_cbb  ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.b 120um s06an14a_c   ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.b 120um s06an14a_cbb ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.c 180um s06an14a_c   ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.c 180um s06an14a_cbb ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.d 23um s06an14a_c    ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.d 23um s06an14a_cbb  ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.e 34um s06an14a_c    ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.e 34um s06an14a_cbb  ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.f 60um s06an14a_c    ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.f 60um s06an14a_cbb  ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.g 7um s06an14a_c     ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.g 7um s06an14a_cbb   ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.h >250um s06an14a_c  ,0,0,0,0,0,0,0,0,0,0
Hypersthene PYX02.h >250um s06an14a_cbb,0,0,0,0,0,0,0,0,0,0
Illite GDS4 (Marblehead) s06an14a_b    ,0,0,0,0,1,0,0,0,0,0
Illite GDS4 (Marblehead) s06an14a_bb_  ,0,0,0,0,1,0,0,0,0,0
Illite IL101 (2M2) s06an14a_b          ,0,0,0,0,1,0,0,0,0,0
Illite IL105 (1Md) s06an14a_b          ,0,0,0,0,1,0,0,0,0,0
Illite IMt-1.a s06an14a_b              ,0,0,0,0,1,0,0,0,0,0
Illite IMt-1.a s06an14a_bb_            ,0,0,0,0,1,0,0,0,0,0
Illite IMt-1.b <2um s06an14a_a         ,0,0,0,0,1,0,0,0,0,0
Illite IMt-1.b <2um s06an14a_aa_       ,0,0,0,0,1,0,0,0,0,0
Ilmenite HS231.3B s06an14a_b           ,0,0,0,0,0,0,0,0,0,0
Ilmenite HS231.3B s06an14a_bc_         ,0,0,0,0,0,0,0,0,0,0
Jadeite HS343.3B s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Jadeite HS343.3B s06an14a_cb_          ,0,0,0,0,0,0,0,0,0,0
Jarosite GDS100 Na,0,0,0,0,0,0,0,0,0,0
Jarosite GDS100 Na,0,0,0,0,0,0,0,0,0,0
Jarosite GDS101 Na,0,0,0,0,0,0,0,0,0,0
Jarosite GDS101 Na,0,0,0,0,0,0,0,0,0,0
Jarosite GDS24 Na s06an14a_b           ,0,0,0,0,0,0,0,0,0,0
Jarosite GDS24 Na s06an14a_bbb         ,0,0,0,0,0,0,0,0,0,0
Jarosite GDS98 K 90C Syn s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Jarosite GDS98 K 90C Syn s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Jarosite GDS98 K 90C Syn s06an14a_aa_  ,0,0,0,0,0,0,0,0,0,0
Jarosite GDS99 K 200C Syn s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Jarosite GDS99 K 200C Syn s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Jarosite GDS99 K 200C Syn s06an14a_aa_ ,0,0,0,0,0,0,0,0,0,0
Jarosite JR2501 (K) s06an14a_b         ,0,0,0,0,0,0,0,0,0,0
Jarosite NMNH95074-1 (Na) s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Jarosite NMNH95074-1 (Na) s06an14a_bb_ ,0,0,0,0,0,0,0,0,0,0
Jarosite SJ-1 H3O,0,0,0,0,0,0,0,0,0,0
Jarosite SJ-1 H3O (20%) Syn s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Jarosite SJ-1 H3O 10-20% s06an14a_bb_  ,0,0,0,0,0,0,0,0,0,0
Jarosite WS368 (Pb) s06an14a_c         ,0,0,0,0,0,0,0,0,0,0
Kainite NMNH83904 s06an14a_a           ,0,0,0,0,0,0,0,0,0,0
Kainite NMNH83904 s06an14a_aa_         ,0,0,0,0,0,0,0,0,0,0
Kaolinite CM3 s06an14a_a               ,0,0,1,0,0,0,0,0,0,0
Kaolinite CM3 s06an14a_aa_             ,0,0,1,0,0,0,0,0,0,0
Kaolinite CM5 s06an14a_b               ,0,0,1,0,0,0,0,0,0,0
Kaolinite CM5 s06an14a_bb_             ,0,0,1,0,0,0,0,0,0,0
Kaolinite CM7 s06an14a_b               ,0,0,1,0,0,0,0,0,0,0
Kaolinite CM7 s06an14a_bb_             ,0,0,1,0,0,0,0,0,0,0
Kaolinite CM9 s06an14a_b               ,0,0,1,0,0,0,0,0,0,0
Kaolinite CM9 s06an14a_b               ,0,0,1,0,0,0,0,0,0,0
Kaolinite CM9 s06an14a_bbb             ,0,0,1,0,0,0,0,0,0,0
Kaolinite GDS11 <63um s06an14a_b       ,0,0,1,0,0,0,0,0,0,0
Kaolinite GDS11 <63um s06an14a_bb_     ,0,0,1,0,0,0,0,0,0,0
Kaolinite KGa-1 (wxl) s06an14a_b       ,0,0,1,0,0,0,0,0,0,0
Kaolinite KGa-1 (wxl) s06an14a_bb_     ,0,0,1,0,0,0,0,0,0,0
Kaolinite KGa-2 (pxl) s06an14a_b       ,0,0,1,0,0,0,0,0,0,0
Kaolinite KGa-2 (pxl) s06an14a_b       ,0,0,1,0,0,0,0,0,0,0
Kaolinite KGa-2 (pxl) s06an14a_bbb     ,0,0,1,0,0,0,0,0,0,0
Kaolinite KL502 (pxl) s06an14a_b       ,0,0,1,0,0,0,0,0,0,0
Kieserite KIEDE1.a coarse gr s06an14a_c,0,0,0,0,0,0,0,0,0,0
Kieserite KIEDE1.b fine gr s06an14a_c  ,0,0,0,0,0,0,0,0,0,0
Kieserite KIEDE1.a crse gr s06an14a_cc_,0,0,0,0,0,0,0,0,0,0
Knebelite HS419.3B s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Knebelite HS419.3B s06an14a_cbb        ,0,0,0,0,0,0,0,0,0,0
Labradorite HS17.3B s06an14a_b         ,0,0,0,0,0,0,0,0,0,0
Labradorite HS17.3B s06an14a_cbb       ,0,0,0,0,0,0,0,0,0,0
Laumontite GDS5 Zeolite s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Laumontite GDS5 Zeolite s06an14a_bb_   ,0,0,0,0,0,0,0,0,0,0
Lazurite HS418.3B s06an14a_b           ,0,0,0,0,0,0,0,0,0,0
Lazurite HS418.3B s06an14a_c?_         ,0,0,0,0,0,0,0,0,0,0
Lepidocrosite GDS80 (Syn) s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Lepidocrocite GDS80 (Syn) s06an14a_bb_ ,0,0,0,0,0,0,0,0,0,0
Lepidolite HS167.3B s06an14a_b         ,0,0,0,0,0,0,0,0,0,0
Lepidolite HS167.3B s06an14a_ccc       ,0,0,0,0,0,0,0,0,0,0
Lepidolite NMNH105538 s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Lepidolite NMNH105538 s06an14a_cc_     ,0,0,0,0,0,0,0,0,0,0
Lepidolite NMNH105541 s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Lepidolite NMNH105543 s06an14a_c       ,0,0,0,0,0,0,0,0,0,0
Lepidolite NMNH105543 s06an14a_cc_     ,0,0,0,0,0,0,0,0,0,0
Lepidolite NMNH88526-1 s06an14a_a      ,0,0,0,0,0,0,0,0,0,0
Lepidolite NMNH88526-1 s06an14a_aa_    ,0,0,0,0,0,0,0,0,0,0
Limonite HS41.3 s06an14a_b             ,0,0,0,0,0,0,0,0,0,0
Limonite HS41.3 s06an14a_bb_           ,0,0,0,0,0,0,0,0,0,0
Lizardite NMNHR4687.a 280 s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Lizardite NMNHR4687.b 165 s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Lizardite NMNHR4687.b 165 s06an14a_aa_ ,0,0,0,0,0,0,0,0,0,0
Lizardite NMNHR4687.c 70 s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Lizardite NMNHR4687.c 70 s06an14a_aa_  ,0,0,0,0,0,0,0,0,0,0
Lizardite NMNHR4687.d <30 s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Lizardite NMNHR4687.d <30 s06an14a_cb_ ,0,0,0,0,0,0,0,0,0,0
Maghemite GDS81 Syn (M-3) s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Maghemite GDS81 s06an14a_bb_           ,0,0,0,0,0,0,0,0,0,0
Magnetite HS195.3B s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Magnetite HS195.3B s06an14a_bb_        ,0,0,0,0,0,0,0,0,0,0
Magnetite HS78.3B s06an14a_b           ,0,0,0,0,0,0,0,0,0,0
Magnetite HS78.3B s06an14a_bb_         ,0,0,0,0,0,0,0,0,0,0
Malachite HS254.3B s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Malachite HS254.3B s06an14a_bb_        ,0,0,0,0,0,0,0,0,0,0
Margarite GDS106 s06an14a_c            ,0,0,0,0,0,0,0,0,0,0
Margarite GDS106 s06an14a_bb_          ,0,0,0,0,0,0,0,0,0,0
Marialite NMNH126018-2 s06an14a_b      ,0,0,0,0,0,0,0,0,0,0
Marialite NMNH126018-2 s06an14a_cb_    ,0,0,0,0,0,0,0,0,0,0
Mascagnite GDS65.a (coar) s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Mascagnite GDS65.a (coar) s06an14a_aa_ ,0,0,0,0,0,0,0,0,0,0
Mascagnite GDS65.b (fr) s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Mascagnite GDS65.b (fr) s06an14a_aa_   ,0,0,0,0,0,0,0,0,0,0
Meionite WS700.HLsp s06an14a_b         ,0,0,0,0,0,0,0,0,0,0
Meionite WS701 s06an14a_b              ,0,0,0,0,0,0,0,0,0,0
Meionite WS701 s06an14a_cc_            ,0,0,0,0,0,0,0,0,0,0
Microcline HS103.3B Feldspar s06an14a_c,0,0,0,0,0,0,0,0,0,0
Microcline HS103.3B Feldsp s06an14a_cc_,0,0,0,0,0,0,0,0,0,0
Microcline HS107.3B Feldspar s06an14a_d,0,0,0,0,0,0,0,0,0,0
Microcline HS107.3B Feldsp s06an14a_dc_,0,0,0,0,0,0,0,0,0,0
Microcline HS108.3B Feldspar s06an14a_c,0,0,0,0,0,0,0,0,0,0
Microcline HS108.3B Feldsp s06an14a_bb_,0,0,0,0,0,0,0,0,0,0
Microcline HS151.3B Feldspar s06an14a_c,0,0,0,0,0,0,0,0,0,0
Microcline HS151.3B Feldsp s06an14a_bb_,0,0,0,0,0,0,0,0,0,0
Microcline HS82.3B Feldspar s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Microcline HS82.3B Feldspr s06an14a_bb?,0,0,0,0,0,0,0,0,0,0
Microcline NMNH135231 Fspar s06an14a_c ,0,0,0,0,0,0,0,0,0,0
Microcline NMNH135231 FSpr s06an14a_bbb,0,0,0,0,0,0,0,0,0,0
Mirabilite GDS150 Na2SO4 s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Mirabilite GDS150 Na2SO4 s06an14a_aa_  ,0,0,0,0,0,0,0,0,0,0
Mizzonite BM1931,0,0,0,0,0,0,0,0,0,0
Mizzonite BM1931,0,0,0,0,0,0,0,0,0,0
Mizzonite HS350.3B HLSp Scap s06an14a_c,0,0,0,0,0,0,0,0,0,0
Mizzonite HS350.3B HLSp s06an14a_cc_   ,0,0,0,0,0,0,0,0,0,0
Mizzonite HS351.3BS Scapolte s06an14a_c,0,0,0,0,0,0,0,0,0,0
Mizzonite HS351.3B Scap s06an14a_cd_   ,0,0,0,0,0,0,0,0,0,0
Mizzonite NMNH113775-1 Scap s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Monazite HS255.3B s06an14a_c           ,0,0,0,0,0,0,0,0,0,0
Monazite HS255.3B s06an14a_bbb         ,0,0,0,0,0,0,0,0,0,0
Monticellite HS339.3B s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Monticellite HS339.3B s06an14a_cbb     ,0,0,0,0,0,0,0,0,0,0
Montmorillonite CM20 s06an14a_b        ,0,0,0,0,0,0,1,0,0,0
Montmorillonite CM20 s06an14a_bc_      ,0,0,0,0,0,0,1,0,0,0
Montmorillonite CM26 s06an14a_b        ,0,0,0,0,0,0,1,0,0,0
Montmorillonite CM26 s06an14a_bc_      ,0,0,0,0,0,0,1,0,0,0
Montmorillonite CM27 s06an14a_b        ,0,0,0,0,0,0,1,0,0,0
Montmorillonite CM27 s06an14a_bb_      ,0,0,0,0,0,0,1,0,0,0
Montmorillonite SAz-1 s06an14a_b       ,0,0,0,0,0,0,1,0,0,0
Montmorillonite SAz-1 s06an14a_bb_     ,0,0,0,0,0,0,1,0,0,0
Montmorillonite SCa-2.a s06an14a_b     ,0,0,0,0,0,0,1,0,0,0
Montmorillonite SCa-2.b s06an14a_b     ,0,0,0,0,0,0,1,0,0,0
Montmorillonite SCa-2.b s06an14a_bb_   ,0,0,0,0,0,0,1,0,0,0
Montmorillonite STx-1 s06an14a_b       ,0,0,0,0,0,0,1,0,0,0
Montmorillonite STx-1 s06an14a_bb_     ,0,0,0,0,0,0,1,0,0,0
Montmorillonite SWy-1 s06an14a_b       ,0,0,0,0,0,0,1,0,0,0
Montmorillonite SWy-1 s06an14a_bcc     ,0,0,0,0,0,0,1,0,0,0
Mordenite GDS18 s06an14a_b             ,0,0,0,0,0,0,0,0,0,0
Mordenite GDS18 s06an14a_bb_           ,0,0,0,0,0,0,0,0,0,0
Mordenite+Clinopt. GDS151 s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Mordenite+Clinopt. GDS151 s06an14a_cc_ ,0,0,0,0,0,0,0,0,0,0
